id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
6327514,0.5,"Sorry but your boy ultra conservative  Timothy McVeigh still has the record ,168 people murdered in the Oklahoma city bombing . I notice that you forgot to mention that crazy little reb Dylann Roof  who shot up the black church in Charleston .",0.0,0.0,0.4,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:27:16.866282+00,105,6321884.0,398627,approved,0,0,0,0,1,0.0,0,10
6327515,0.4,"Dear Bubble,  We do not have a ""well-regulated militia"" in this country.  It is an abominable mix of the occasional balanced patriot, zealots, ill-trained individuals, lunatics, and murderers.  If you really are a patriot, why don't you close the loopholes on the purchase of firearms from friends and at gun shows and save some people before the crazy starts shooting?  Oh, and you could step-forward like a proactive patriot and help to regulate the militia......unless you'd rather the government do it.",0.1,0.0,0.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:27:37.184619+00,13,6322308.0,398697,approved,0,0,0,0,0,0.0,0,10
6327516,0.0,"The four women who are accusing Moore are Alabama residents, and at least one of them is a Trump voter.  Whatever the Washington Post's bias, the women it interviewed are on the record and have strong local ties.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:26:58.526276+00,105,6327383.0,399033,approved,0,0,0,1,0,0.0,4,4
6327517,0.0,well harrison ford's character was killed off in the last movie so your wish was already granted,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:26:59.911656+00,55,6326134.0,399127,approved,1,0,0,0,0,0.0,0,4
6327520,0.3,"The Fallists say no. “People don’t just wake up and burn buildings,” Mlandu told the committee. “For us to sit here with no nuance is a betrayal of intellectualism.”
So his intellectual pursuit is to burn institution of learning?  Which makes absolute sense to me. 
According to the dictionary ""intellectualism"" is:  the theory that knowledge is wholly or mainly derived from pure reason; rationalism. 
Ergo, if I have no chance of graduating because I should not be at a university in the first place,  I might as well burn the facilities.",0.0,0.0,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:30:06.512374+00,100,,399220,approved,1,0,0,1,0,0.0,0,10
6327525,0.0,"Force? They would either have to remodel or update the structure in order for the measure to be enforceable. Do you have any idea how much that cost to a 25,000 square foot structure? That would most likely happen in a purchase or aquirement of business. Therefore, the purchase would be aware of the upfront cost.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:28:36.753689+00,102,6327493.0,399044,approved,0,0,0,0,0,0.0,0,4
6327526,0.0,What does not come that way anymore?,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:29:25.733897+00,13,6327360.0,399015,approved,0,0,0,0,0,0.0,0,4
6327527,0.0,Harrison ford Hans Solo died in episode 8 he is not in it no more.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:29:16.231118+00,55,6326134.0,399127,approved,0,0,0,1,0,0.0,0,4
6327528,0.4,"The allegations are not even slightly surprising.  He has been a warped person for many years: a theocratic, racist, homophobe with a penchant for bizzare behavior.",0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:29:57.092387+00,21,,399203,approved,0,0,0,12,0,0.0,6,10
6327529,0.0,"What I do for a living is tell people like you what you can and can't do with properties, and how much it will all cost. Stick to running a business.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:30:08.823728+00,102,6327480.0,399044,approved,0,0,0,1,0,0.0,4,4
6327530,0.0,"Okay, *there's* a euphemism I'd never heard before.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:29:27.363163+00,105,6326110.0,399033,approved,0,0,0,0,0,0.0,0,4
6327531,0.0,"I read some more of Ziegler's remarks than are published here.  In defending Moore, he is publicly testifying to Moore's guilt and the general facts, but yet dismissing it all nonetheless.  Truly remarkable to see, how much lack of self-awareness AL pols can show in the national media.  If Ziegler believes the Statute of limitations will save Moore, he will be quickly educated on the size of AL versus the USA.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:29:27.558025+00,105,,399033,approved,0,0,0,2,0,0.0,0,4
6327532,0.0,"Poor Mike, still can't shake his past.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:29:37.228991+00,55,,399224,approved,0,0,0,0,0,0.0,0,4
6327534,0.0,"""Rule 113. Treatment of the Dead, International armed conflicts

The prohibition of mutilating dead bodies in international armed conflicts is covered by the war crime of “committing outrages upon personal dignity” under the Statute of the International Criminal Court, which according to the Elements of Crimes also applies to dead persons""

( https://ihl-databases.icrc.org/customary-ihl/eng/docs/v1_rul_rule113 )",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:30:12.334768+00,102,,399198,approved,0,0,1,0,2,0.0,0,4
6327536,0.0,"They can't defend the GOP anymore, so they attack the ""Clinton Administration"" instead...",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:30:56.998032+00,102,6327407.0,399210,approved,0,0,0,13,1,0.0,0,4
6327537,0.0,Where's the APOC required disclaimers for this campaign advertising?,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:33:49.664938+00,21,,399140,approved,0,0,0,4,2,0.1666666666666666,0,6
6327538,0.0,"Great, it is good to read an article that actually calls for introspection among journalist and the media. They remain a vital institution of democracy, but those institutions in turn depend on trust. It would be good to see Prof Harber's views on Twitter and the impact of social media on journalism. From its role in fostering group think, peer recognition, impact on field reporting and overall push for more ""opinion"" to be inserted in traditional ""reporting"".",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:31:22.318579+00,100,,399205,approved,0,0,0,2,0,0.0,0,4
6327539,0.2,"Island Air has suffered from poor management for so many years. Too bad they got rid of Peter Casey, he might have done a better job.
They got crappy ATR aircraft and quit flying to Kapalua after he left. Wasted so much money for a few years and then finally get decent airplanes. Too much money went down the hole and made it difficult to pay the bills.
Uncle Larry must be pissed at what happened to his airline meant to serve Lanai.
Ohana does not have enough capacity to meet the demand.",0.0,0.1,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:31:17.819256+00,55,,399149,approved,0,0,0,2,0,0.0,0,10
6327540,0.2,Repent?!  That's all?!  How about some serious penance for doing his best to destroy humanity?!,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:33:47.576828+00,53,6323342.0,398961,approved,0,0,0,0,0,0.0,4,5
6327541,0.0,"There is nothing new about any of this. Since the end of the Second World War and possibly even before, maybe even as far back as the Crusades,  the country of Lebanon has been used as a proxy battleground for all of the competing interests active in the middle east. From domestic internal conflicts, civil wars between Christians and Muslims, regional middle east disputes, Iran and Saudi Arabia, Israel and everybody, and Russia and America playing the role of the big brothers, Lebanon somehow finds itself in the middle of the violence, as an assortment of factions fight to gain leverage for peace talks. Its too simple to lay the blame on the people of Lebanon or a weak government since both are really a victim external conflicting parties. What might make this more dangerous in 2017 is now that the United States has abdicated its role as the moral leader of international affairs these smaller conflicts no longer have any limits. And that could mean anything is possible.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:35:11.029388+00,54,,398978,approved,0,0,0,3,0,0.0,4,6
6327542,0.0,""". . . even in countries full of visible minorities who are the majority. ""

Phrase of the day.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:33:01.260593+00,54,6325135.0,399020,approved,0,0,0,0,0,0.0,0,4
6327543,0.1666666666666666,"LOL.  I thought liberals said there were not any difference between men and women?  Also, that there were a million genders, with you being able to morph between them on a whim.",0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:33:52.429692+00,13,6327352.0,399015,approved,0,0,0,0,0,0.0,4,6
6327544,0.0,"26 died and 8 were children, babies, and an unborn.   Blessed are the pure in heart for they shall see God.   Blessed are the meek (those who are waiting for God) shall inherit the earth.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:33:47.521546+00,55,,399070,approved,0,0,0,0,0,0.0,5,4
6327546,0.0,"How about some exploitative male cultic exposure? What's that you say? A grown man having relations with a fourteen-year-old child is normal for Alabama? I guess they grow up fast, down there. Do you honestly believe that waving a Bible at this sanctifies it? Can you sanctify genocide the same way? Kooky.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:34:16.648903+00,102,,399210,approved,0,0,1,8,0,0.0,4,4
6327547,0.2,"I would say the AL evangelicals and many adherents of Southern prosperity gospel are not Christian, but rather, they are Romans.  It was not Christ who forced his symbols on others, it was the Romans.  It was not Christ who sought worldly power, it was the Romans.  It was not Christ who was so filled with hatred of others, it was the Romans.  Those supporters of Moore have more in common with those who killed Christ than with the teachings of Christ -- sad!",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:34:26.348075+00,105,6327513.0,399033,approved,0,0,0,0,0,0.0,10,10
6327548,0.0,"I spoke with a youth health care provider a few days ago, and if what I heard is true, today's kids need sex education early and often.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:34:40.660524+00,54,,399113,approved,0,0,0,4,0,0.0,0,4
6327549,0.4324324324324325,Stop taking meth dude.  Your huffing and puffing is getting old. And it is screwing up your genetic insanity even worse.,0.0,0.0405405405405405,0.0135135135135135,0.4054054054054054,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:34:43.845844+00,55,6327129.0,399031,approved,0,0,0,0,1,0.0135135135135135,0,74
6327550,0.5,"Maybe you've never heard about Bill Clinton (sexual predator) or Sen. Bob Menendez (on trial for felony corruption).  If your opinions about these Democrats are different from your opinions about ""Republicans"" like Moore, ask yourself why.  And for pure comedy, look up some quotes by Sheila Jackson Lee. Lots of equivalence.",0.0,0.1,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:35:09.661422+00,102,6327377.0,399064,approved,0,0,0,0,0,0.2,0,10
6327551,0.0,"Nothing makes deeper wounds in cANCer sufferers then being informed by others about their disease and by many being regarded as ......., connect Pravin Gordhan's dots.",0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:55.035880+00,100,,399128,approved,0,0,0,0,0,0.0,0,6
6327552,0.0,good.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:35:50.373725+00,102,,399133,approved,0,0,0,0,0,0.0,0,4
6327553,0.0,Not for the incumbent...,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:21.356240+00,100,6319723.0,398722,approved,0,0,0,0,0,0.0,0,4
6327554,0.3,"You gotta love the Republic party's trash talk.  Everything's fine as long as the perpetrator's a Republic. Beyond that, a different set of rules for everyone else.",0.0,0.1,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:37:40.278968+00,102,,399210,approved,0,0,0,14,0,0.0,0,10
6327555,0.0,"Oh right,  the guy that brushes off proof from an exsisting operational model that's been an absolute success and says ""can't be done."" It  does take ambition to reach the top,  good luck you'll need it.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:37:14.748356+00,102,6327529.0,399044,approved,0,0,1,0,0,0.0,0,4
6327556,0.4,"Yes I feel threatened by faith. Faith is fundamentally non-reasonable, which makes the faithful unpredictable. Given that the faithful have a history of torturing and killing heretics, pagans, and unbelievers, I conclude that they are not only unpredictable but dangerous.",0.1,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:37:37.753719+00,54,6324243.0,398558,approved,0,0,0,0,0,0.0,4,10
6327558,0.0,"The English had a special punishment for some:

https://en.m.wikipedia.org/wiki/Hanged,_drawn_and_quartered",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:37:52.558826+00,102,,398014,approved,0,0,0,0,0,0.0,0,4
6327559,0.0,"The SSA may still, however tenuous, have power, but brain power - not so much, if any at all, ever.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:34.761808+00,100,,399128,approved,0,0,1,3,0,0.0,0,4
6327560,0.6,"I can’t believe this passed. This is ridiculous. Denver is going down almost as fast as California. At least Colorado is above the flush. Can’t wait to sell my house, make bank on it, and move somewhere that actually has common sense and a clue.",0.0,0.1,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:09.111882+00,102,,399044,approved,2,0,1,3,1,0.0,0,10
6327561,0.0,"SA boasts one of the highest number of diplomatic missions in the world at 126 foreign missions. Israel as a strategic trade partner is one that should definitely be kept and possibly strengthened, there are at least half of the other's of minimal trade significance which should be shut down.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:19.377485+00,100,,399188,approved,0,0,0,3,0,0.0,0,4
6327562,0.0,Sorry for my ignorance how will the extraction take place ?,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:06.875651+00,21,,399216,rejected,0,0,0,0,0,0.0,0,4
6327563,0.6,"Most contemporary scripts are garbage. They are so ""of their time"" that they are outdated and passe before the curtain goes up. Go to see a new play in Seattle and chances are you will see actors struggling with stilted dialogue and stereotypical, one-dimensional characters. 

Sure it is important to give contemporary playwrights a chance to shine. ACT is doing this with upcoming productions of ""The Wolves,"" ""Until the Flood,"" and ""Oslo."" But in dealing with new plays there's far too much chaff to wheat. It's great for companies to produce ""world premiers"" but it's equally important that they produce good relevant theatre. 

""The Crucible"" is a very relevant play to produce in 2017. It speaks to the dangers of demagogues, theocracy, and mass hysteria. I'd say that's pretty apt for contemporary society.",0.0,0.0,0.0,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:47.006541+00,84,,378865,approved,0,0,0,0,0,0.0,0,10
6327564,0.0,He should fit in nicely as a Senator.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:51.504948+00,102,,399064,approved,0,0,0,0,0,0.0,0,6
6327565,0.0,"What a wonderful soul. May she rest easy ❤️ 
-Ellie",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:39:11.096786+00,85,,399225,approved,0,0,0,0,0,0.0,0,4
6327566,0.0,"Probably by the IP addresses that ran the accounts, or other tracking mechanisms.  You know, the same way they track advertising targets (you and me).",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:38:56.396710+00,54,6325880.0,399066,approved,0,0,0,1,0,0.0,0,4
6327567,0.0,The Denver city council is really into high density.  They want the additional tax revenue.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:39:18.685957+00,102,6327010.0,399133,approved,0,0,0,0,0,0.0,0,10
6327568,0.5625,Everybody is a racist to some people.   Having people like Neshi and Mason accusing everyone of being racists is the worst kind of disgusting slimeball identity politics that exits.  This sort of stuff is the very reason that immigration should be limited to whites.,0.015625,0.03125,0.4375,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,2017-11-10 05:39:48.153516+00,54,,399020,rejected,0,0,0,0,0,0.015625,6,64
6327569,0.8428571428571427,"So, turns out the anti-gay bigot is a pervert and kiddie rapist.  Of course the GOP stands up for him.  Being a pervert is only bad if you're a democrat.  Its a bonus if you're a republican.",0.1142857142857142,0.1714285714285714,0.4714285714285714,0.7428571428571427,0.0428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:40:26.496956+00,102,,399210,rejected,0,0,0,0,0,0.4571428571428571,4,70
6327571,0.0,But there must be will.....,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:40:57.857312+00,100,6327409.0,399128,approved,0,0,0,2,0,0.0,0,4
6327573,0.0,"With one very significant difference: in Al Capone's case there was a prosecuting authority that actually WANTED to nail him, au contraire, in our case they want to protect the criminal!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:42:15.417404+00,100,6327419.0,399128,approved,0,0,0,12,0,0.0,4,4
6327574,0.1666666666666666,Mugabe .......or Mugarbage?,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:42:32.395285+00,100,,399226,approved,0,0,0,0,0,0.0,0,6
6327577,0.3,It was illegal to give her alcohol and touch her like that.  Illegal.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:42:52.067158+00,105,,399033,approved,0,0,0,2,0,0.3,0,10
6327579,0.0,…..haa ha hah ahahhaa ahahaaahaha hah,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:42:47.787690+00,21,6326826.0,398899,approved,0,0,0,2,0,0.0,0,10
6327580,0.0,"Again, is that Christian ethics at work, going after the woman and not showing her an ounce of compassion for political expediency?  Or is that a Roman trait?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:42:55.376506+00,105,6326864.0,399033,approved,0,0,0,0,0,0.0,4,4
6327581,0.0,Great review. Hollywood just keeps digging to new depths. Zero percent on Rotten Tomatoes so far.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:43:37.076229+00,54,,399158,approved,0,0,0,3,0,0.0,0,4
6327582,0.1666666666666666,"Oh, yeah, put the women on trial.",0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:44:12.291241+00,105,6327402.0,399033,approved,0,0,0,0,1,0.0,4,6
6327583,0.0,"While the Air Force was negligent, a bit of investigation is needed before a suit can proceed and be quickly settled.

The Cardinal’s statement is good, although the problem was not access to healthcare but the fact that the patient escaped and was not pursued. More people need mandatory treatment and follow-up, which is still better than relying on the criminal justice system. Catholic Health should take the lead.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:44:43.988295+00,53,,398971,approved,0,0,0,0,0,0.0,10,4
6327584,0.0,"Let me make it perfectly clear. All deities are equally imaginary, whether called God, Yahweh, Allah, Zeus, or Brahma. Are you satisfied?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:44:54.104199+00,54,6323301.0,398558,approved,0,0,0,0,0,0.0,4,4
6327585,0.0,It's a lucrative business. Everyone wants in. Wouldn't be so lucrative if there weren't demand for the product.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:45:40.550650+00,102,,399215,approved,0,0,0,0,0,0.0,0,4
6327586,0.0,"Sorry to see Island Air go.  Aloha Airlines was great.  Hawaiian must be happy because now they can really dictate the prices.  They are already so expensive to fly inter-island and too the mainland, with baggage fees, and so forth, we are in for a big big surprise.  So maybe, just maybe bring back the super ferry so islanders have another option?  Just saying...",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:45:37.956680+00,55,,399149,approved,0,0,0,1,0,0.0,0,4
6327587,0.0,"Nope.  

I saw enough of the failures of the Oregon foster care system during 12 years working for DHS to make me happy that none of mine had to put up with the incompetence, lack of funding, cronyism, and poorly selected and supervised foster parents, though. 

I also saw some of that when I was a prosecuting attorney and got to prosecute a couple of the foster parents for sexual misconduct with the kids they were supposedly 'helping'.

Based on the prosecutions and lost civil lawsuits against DHS and Children's Services I've seen in the media since then, it would appear little has changed since then, either.

Why do you ask?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:45:22.045525+00,13,6327389.0,397345,approved,0,0,0,0,0,0.0,0,4
6327589,0.0,"I usually don’t read First Things, but the piece by Fr. Imbelli goes down the right road. If those who argued with A.L. had read Evangelii, they could have saved their breath. It answers the question about why A.L. does not deal with doctrine. It is because everything need not be part of the Magisterium. Indeed, he raises the question of whether the idea of one is necessary or not. What most popes write is pretty ephemeral. Time is bigger than space is interesting, of course in physics they are one thing. Realities being bigger than ideas is a great antidote to a Curia which is obsessed with sexual morality based on first principles without bothering to check with current research and the experience of real people. That unity prevails over conflict is why he simply ignores people sniping at his heals from the cheap seats. Fr. Imbelli thinks the principles are still uncertain. He needs sit with them rather than thinking about them.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:46:15.188472+00,53,6327583.0,398971,approved,0,0,0,0,0,0.0,0,4
6327590,0.2,Hilarious 😆 allie tryna act Hawaiian!,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:45:37.698124+00,55,6326612.0,399085,approved,0,0,0,0,0,0.0,0,10
6327591,0.2,"Keep tweeting, Mr. President. Stick it to the MSM.  Keep pushing your agenda, and to Hell with the biased media's 90%+ negative reporting. And Byron, while I respect your work and your integrity....you lost me as soon as you brought up Karl Rove in this article. He hasn't been relevant for almost a decade. I wouldn't be surprised if he and neocon Billy Kristol were out howling at the sky yesterday, along with the pink hat wearing loons.",0.1,0.2,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:45:42.364068+00,105,,397950,approved,0,0,0,0,0,0.0,0,10
6327592,0.3166666666666666,"The Devil's Salad is money, you poor nincompoop.",0.05,0.0833333333333333,0.0166666666666666,0.2666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:45:47.556848+00,102,6327445.0,399215,approved,1,0,0,4,0,0.0,0,60
6327594,0.1666666666666666,"It appears that you have bought into the falsehoods spread by GOP propagandists. Yes, Obama made dozens of concessions to Republicans in an effort to get them to work together to save the economy. Instead, Republicans fought to cause further damage to that which their policies already caused. 

No, Obama did not have a supermajority in Congress when the stimulus bill passed. Heck, it passed and was signed into law in February 2009. Democrats did not have 60 votes in the Senate at that point. It wasn't until September that Democrats reached the 60-vote threshold, and it lasted four months. The Senate was in session only 72 days in that period.",0.0,0.0,0.0,0.1666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:47:20.073348+00,102,6324217.0,398867,approved,0,0,0,0,0,0.0,0,6
6327595,0.0,"Goveror-Elect Northum paid his dues the usual way, beating a Sanders Democrat, which is good for Virginia but not necessarily everywhere. Northum’s counter attacks were on point, even though I would have loved to see a response that equated opposition to felon rights restoration as voting suppression against black men, which it is. Winning elections is not necessarily winning the moral argument, it is getting out the vote.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10 05:47:18.152774+00,53,6327589.0,398971,approved,0,0,0,0,0,0.0,6,4
6327596,0.0,"This cabal is heading to either civil war or serious destabilisation by force. Zimbabwe is speeding towards even greater impoverishment. It all spells spilling conflict into neighbouring country, influx of fleeing Zimbabweans, rise in crime, proliferation of arms in the region. Southern Africa is ripe for a number if civil and regional wars and Zimbabwe might be the match.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:47:11.191383+00,100,,398761,approved,0,0,0,0,0,0.0,0,4
6327597,0.0,"You, Jim, and Roy are the only ones who agree.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:48:02.070095+00,102,6327390.0,399210,approved,0,0,0,17,0,0.0,0,4
6327598,0.7567567567567568,"How pathetic! A Bible-thumping molester defender by (probably) another deviant in The Lamb's clothing. Doubling down on hypocrisy. We need a portmanteau to describe this . . . maybe ""Theocrisy?""",0.0405405405405405,0.0135135135135135,0.2162162162162162,0.6756756756756757,0.0135135135135135,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10 05:47:56.117735+00,105,,399033,approved,0,0,0,0,0,0.0,0,74
