comment_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,class
"""

dear Mr Manjunath, i was mearely trying to point out to Mr Pompus whoever he is, that other dravidian speakers, especially Kannada speakers have had their great empires too and that Tamils are not the only empire builders.

Precisely, you were trying to trumpet Kannada achievements at the cost of that article which had a totally different angle. Your modifications made the article completely absurd. Your narrow minded hatred against Tamils has only succeeded in vandalizing the article.

Secondly, Kannada speakers did not start their litreary traditions """"very late"""". they started their traditions """"later"""". please correct your english and see the difference in wording.

Thank you for the correction. Probably, that was the only change you had to make and you succeeded in totally distorting the article.

This was because they were ruled by prakrit speakers in the north and hence Kannnada did not get the official recognition as early as tamil. This again has to do with geographical proximity. Please be aware of this. Just because the satahahanas encouraged Prakrit does not mean Kannada speakers did not speak Kannada, they just had to abide by officialdom given to Prakrit thats all, just like tulu spearkers todays have to abide by Kannada being the official language.

Totally irrelevent to the topic at hand. Anyway, the studies on Dravidian languages is still ongoing process. If the present studies are correct, the regions of Andhra and Karnataka spoke Dravidian language earlier than the region of Tamil Nadu. Probably, that makes Proto-Kannada older than Proto-Tamil. But that does not deny the fact that South India was referred as Dravida and not Karnata. The article was a mere compliation of the records that talked about Dravida and its association with South India.

I dont see this issue out of place. Just as Mention of early tamils kingdoms is valid, so is the mention of Kannada kigndoms to show that speakers of other dravidian languages have had their time in the sun too. Get off your high Tamil horse.

This was the same reason I said you have not understood the content of the article. It was neither a propaganda to project Tamils nor to denigrate Kannadigas. It's just a mere exposition how Dravida represented whole of South (and that included Gujarat and Maharashtra where the only Dravidian influence was that of Kannada kingdoms in the later period).

I speak Kannada with my mother. Therefore, I consider myself a Kannadiga. Thanks for your personal attacks. Makes me proud of my Kannadaness.

 (20 Jul 2006)"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,0
""":In response to the interwiki and internal incoming links, that is also dependent on recentism. eg, Victor Trumper, called the """"crown prince of the golden age"""" because of his being regarded as the most supreme stylist of all time, and also the best batsman in the world of the era 1890-1920, one of the Six Giants of the Wisden Century, inuaugural inductee into ACHOF has only 105 incoming links and two interwiki. Mahendra Singh Dhoni, the current captain of India, who has only played Test cricket for three years, and is ranked about 30th in the world for batting and is criticised regualrly for making too many unforced errors with ball-catching, has 170-odd incoming links and 8 interwiki links because of recentism and the fact that every modern cricket series/tournament has its own page and the player lists link to him everywhere. If they ranked the players in the last 100 years Dhoni would not even be ranked in the top 200, let alone the top six like Trumper. ''''  (cricket calendar poll!'') 

"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,0
"There will most definitely be a merger, once I have the time to rewrite the page. The community is wrong, yet again. The quality and accuracy of the article will not be sacrified to appease 5 or so misinformed editors with an opinion. Sources and accuracy trump any misguided consensus."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0
"""

""""The WWE Raw guest host initiative was introduced on June 15, 2009 by Donald Trump during his time as owner of the Raw franchise."""" This is Wikipedia all over. Listing stories as facts...Jesus Christ. Grow a brain, the first step might be to stop watching a product churned solely for children (not WWE, ALL PRO WRESTLING.86.128.14.112  """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0
"""
I'm okay with Fletcher's approach, frankly.  Yes, there are relevant qualms about calling it a """"mosque"""" since that's not all the planned center would be, but there would be facilities for holding prayers and services, and really the distinction between mosque and prayer room in this sense is a semantic distinction.  If there were a line in the first paragraph of the lead qualifying that it's not solely a mosque project and perhaps even the word """"mosque"""" isn't strictly correct, I'm okay with the use of that word in the title.  But it has to say """"near Ground Zero"""".  NickCT's comment about how WP:COMMONNAME should be the sole arbiter of this matter I think doesn't recognize that there is a spirit to the rules that trumps the letter of the rules.  Wikipedia is not a place to spread misinformation.  Calling the page """"Ground Zero Mosque"""" despite the fact that the term misrepresents where the mosque facilities will be, and despite the fact that reputable sources are choosing not to use the term because it misrepresents where the mosque facilities will be, flies in the face of the idea that we're supposed to be reflecting what the WP:RS sources are saying.   """                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,0
"""

 This article is a perfect example of doublethink. 

The leftists are making George Orwell's 1984 come true and turning our society into a bizarre, illogical politically-correct nightmare where male and female are the same thing and interchangeable. This is postmodernist nonsense run amok and delusions by lunatics become accepted as fact by the leftist media. """"XY is a man. XY is a woman. XY has always been a woman. He is a woman trapped in a man's body. He does not have a mental disorder, despite the fact that it is proven to be a disorder by psychologists. Why are you calling XY a man? That's transphobia! It's racist and sexist and misogynistic and transphobic! XY does not does exist! He has never existed! SHE is XX! SHE merely LOOKED like a man but has MAGICALLY become a WOMAN by HER thoughts! Mental thought determines biology! SHE is a transwoman, not a man! Soft science psychology trumps hard science biology! There is no such thing as biology! What's a biology? That's transphobic! You are a transphobe! Stop harassing this poor woman and respect her magical mental thoughts!"""""""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0
"Military  bands 

The FlÜgelhorn is standard in Austrian military bands,
whereas German bands only have trumpets in this place. 
(One of the two differences, the other is the Helicon 
in Austrian bands)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,0
Seems to me that claiming Trump is not a typical politician is a POV.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,0
"""
Problems with the article
Apparently this is a very loose term used to distinguish people who have acquired some kind of long term fame or notoriety associated with popular culture.  Hendrix, The Beatles, Elvis, Sinatra, Crosby, Jolson, and so on might be described as """"pop icons"""" because they are strongly associated with, and in some ways personify, the zeitgeist or an era in popular culture.  This includes film and other popular art forms, and sport (De Niro, Monroe, Bogart, Muhammad Ali, Pelé).   It often includes people who died relatively young (Morrison, Hendrix, James Dean).  So far so good.

Then there are people whose work wasn't primarily in or related to popular culture, but whose image has been co-opted as a pop icon (Einstein).  Well, okay.

Now looking at the article, we see a section called """"Notable pop icons"""" comprising, presently, some forty names.  More than half of those names are sourced from a single news story based on a press release produced by a single media organisation in November, 2003. A further seven of them are base on a similar news story from a different media organisation in 2005  The criterion for the list of 100 members given in the first news story, it turns out, is a viewer's poll by a single cable television channel, VH1, from a shortlist drawn up by """"A panel of celebrities and experts – including presenter June Sarpong, newsreader Krishnan Guru-Murthy and GQ editor Dylan Jones.""""  Presumably the experts on the panel asked to remain anonymous.

Further examination of that single source also demonstrates that there are unexplained omissions from our list.  If we assume for the moment that membership of the VH1 list (which is biased towards the tastes and cultural memory of the British viewership of that channel) is a sign of """"pop icon"""" status, where is Princess Diana on our list?  She's number 5 on the VH1 list but completely absent from ours.  Similarly, The Simpsons (VH1: number 6) and Robbie Williams (VH1: number 9) are omitted from our list.

Looking in the opposite direction, Aerosmith is included in our list because MTV  featured the band in a program called """"MTV icons"""", but is nowhere to be seen in the VH1 100 (not surprising as the band, while not unknown in VH1's target market, isn't exactly a household name).  And while VH1 lists first man on the moon Neil Armstrong at 76, his trumpet-playing namesake Louis Armstrong (selected as one of 100 """"Icons of the Century"""" by Variety) is nowhere to be seen on VH1's chart.

There are also problems with the membership criteria of the sources.  I've already mentioned the UK bias of the VH1 list (which goes some way to explain the presence of Beckham and Robbie Williams, both household names in the UK but not so well known elsewhere). The Variety list, for  instance, sought to represent """"every side of show business"""", so relatively obscure figures such as Arthur Freed (who wrote the lyrics for Singin' in the Rain and produced many hit films) are listed as """"Icons of the Century"""".  Clearly the people on the list are there because they're """"iconic"""" in some sense, but not in the sense implied by this article.

Another thing that isn't addressed is the requirement of longevity.  Can we include Britney Spears, who a mere decade ago was an unknown with a recording contract and an audacious concept for a pop video for her debut single? Britney Spears' career has hit an air pocket, and there's no way of knowing whether her image will recover in the public mind.  Perhaps it's premature to describe this relative newcomer as a """"pop icon""""."""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0
"The ISIS comment comes up in the first few search hits because it is CURRENT. That's how google works.  But again, compare with Donald Trump. His most recent remarks regarding Muslims and terrorist families do not warrant a separate section. That's how a BLP is written."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0
Thank you for the help. They really trumped up the charges and made up ones out of thin air. Like sock-puppeting...no proof whatsoever. They didn't care to remove that charge either.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,0
Don't leave. You are out Donald Trump: someone needs to call out the politically correct social justice warrariors here.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0
